session_id,image_path,ts
8,/Users/mas-pro/Desktop/LiveAttendance/unknown_faces/unknown_20260324_224503_118796.jpg,2026-03-24T22:45:03
8,/Users/mas-pro/Desktop/LiveAttendance/unknown_faces/unknown_20260324_224546_781461.jpg,2026-03-24T22:45:46
